,Geographic Area,"April 1, 2000",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,"April 1, 2010","July 1, 2010"
45,"Spartanburg County, South Carolina",253957,254443,256469.0,258467.0,260223.0,261828.0,264481.0,268898.0,274215.0,279673.0,283335.0,284307,284713
46,"Sumter County, South Carolina",104687,104802,104629.0,105380.0,105112.0,106099.0,106082.0,105953.0,106014.0,106463.0,107004.0,107456,107570
47,"Union County, South Carolina",29939,29971,29813.0,29699.0,29519.0,29279.0,29241.0,29248.0,29060.0,29172.0,29100.0,28961,28867
48,"Williamsburg County, South Carolina",37219,37145,36751.0,36333.0,35592.0,35561.0,35193.0,35458.0,35444.0,35090.0,34622.0,34423,34358
49,"York County, South Carolina",164656,165620,169103.0,173021.0,177138.0,181839.0,188117.0,197892.0,208640.0,217463.0,223616.0,226073,226971
4,"Aurora County, South Dakota",3051,3045,2946.0,2869.0,2862.0,2860.0,2789.0,2775.0,2745.0,2750.0,2712.0,2710,2713
5,"Beadle County, South Dakota",17027,17030,16952.0,16767.0,16504.0,16370.0,16304.0,16149.0,16489.0,16810.0,17288.0,17398,17408
6,"Bennett County, South Dakota",3572,3572,3518.0,3519.0,3513.0,3519.0,3547.0,3475.0,3466.0,3429.0,3397.0,3431,3439
7,"Bon Homme County, South Dakota",7262,7243,7169.0,7091.0,7074.0,7014.0,6985.0,7174.0,7060.0,7040.0,7049.0,7070,7077
8,"Brookings County, South Dakota",28233,28342,28565.0,28913.0,29171.0,29393.0,29485.0,30323.0,30831.0,31363.0,31729.0,31965,32003
9,"Brown County, South Dakota",35468,35472,35303.0,35187.0,35223.0,35329.0,35441.0,35561.0,35821.0,35865.0,36181.0,36531,36627
10,"Brule County, South Dakota",5362,5334,5179.0,5067.0,5058.0,5030.0,5010.0,4991.0,5079.0,5112.0,5184.0,5255,5275
11,"Buffalo County, South Dakota",2032,1991,2004.0,1977.0,1978.0,1977.0,1959.0,1973.0,1937.0,1956.0,1858.0,1912,1935
12,"Butte County, South Dakota",9093,9093,9120.0,9046.0,9199.0,9284.0,9422.0,9517.0,9817.0,9977.0,9989.0,10110,10138
13,"Campbell County, South Dakota",1782,1781,1766.0,1738.0,1691.0,1647.0,1591.0,1533.0,1474.0,1456.0,1454.0,1466,1466
14,"Charles Mix County, South Dakota",9350,9340,9207.0,9164.0,9075.0,9055.0,9134.0,9110.0,9034.0,9009.0,9079.0,9129,9144
15,"Clark County, South Dakota",4143,4129,4144.0,4003.0,3958.0,3897.0,3827.0,3713.0,3711.0,3714.0,3688.0,3691,3686
16,"Clay County, South Dakota",13538,13510,13627.0,13505.0,13536.0,13449.0,13517.0,13627.0,13785.0,13959.0,13846.0,13864,13861
17,"Codington County, South Dakota",25909,25950,26033.0,26100.0,26184.0,26254.0,26364.0,26754.0,27036.0,27043.0,27137.0,27227,27231
18,"Corson County, South Dakota",4177,4194,4162.0,4208.0,4236.0,4256.0,4213.0,4041.0,4118.0,4051.0,3983.0,4050,4074
19,"Custer County, South Dakota",7268,7345,7368.0,7499.0,7588.0,7795.0,7810.0,7992.0,8028.0,8060.0,8095.0,8216,8250
20,"Davison County, South Dakota",18743,18763,18868.0,18862.0,18907.0,19104.0,19126.0,19404.0,19351.0,19318.0,19377.0,19504,19533
21,"Day County, South Dakota",6246,6226,6090.0,6040.0,5929.0,5879.0,5872.0,5805.0,5752.0,5638.0,5653.0,5710,5724
22,"Deuel County, South Dakota",4498,4495,4482.0,4473.0,4402.0,4345.0,4389.0,4394.0,4344.0,4394.0,4379.0,4364,4352
23,"Dewey County, South Dakota",5972,5948,5907.0,5825.0,5839.0,5722.0,5667.0,5537.0,5402.0,5245.0,5252.0,5301,5336
24,"Douglas County, South Dakota",3456,3439,3419.0,3351.0,3295.0,3280.0,3242.0,3131.0,3080.0,3006.0,3017.0,3002,2994
25,"Edmunds County, South Dakota",4367,4353,4299.0,4230.0,4196.0,4111.0,4128.0,4043.0,4026.0,4050.0,4038.0,4071,4079
26,"Fall River County, South Dakota",7453,7375,7339.0,7238.0,7212.0,7178.0,7181.0,7108.0,7083.0,7032.0,7056.0,7094,7110
27,"Faulk County, South Dakota",2640,2617,2547.0,2514.0,2493.0,2440.0,2411.0,2398.0,2406.0,2415.0,2349.0,2364,2364
28,"Grant County, South Dakota",7845,7835,7699.0,7672.0,7703.0,7582.0,7454.0,7410.0,7401.0,7389.0,7369.0,7356,7340
29,"Gregory County, South Dakota",4790,4766,4632.0,4550.0,4494.0,4431.0,4378.0,4311.0,4267.0,4254.0,4260.0,4271,4268
30,"Haakon County, South Dakota",2196,2201,2174.0,2134.0,2112.0,2080.0,2030.0,1984.0,1957.0,1945.0,1953.0,1937,1924
31,"Hamlin County, South Dakota",5530,5546,5551.0,5566.0,5558.0,5559.0,5625.0,5595.0,5696.0,5753.0,5843.0,5903,5920
32,"Hand County, South Dakota",3741,3716,3650.0,3589.0,3547.0,3415.0,3396.0,3390.0,3389.0,3396.0,3399.0,3431,3438
33,"Hanson County, South Dakota",3144,3152,3263.0,3287.0,3335.0,3503.0,3511.0,3414.0,3417.0,3399.0,3345.0,3331,3330
34,"Harding County, South Dakota",1353,1345,1337.0,1317.0,1332.0,1278.0,1257.0,1278.0,1274.0,1252.0,1263.0,1255,1249
35,"Hughes County, South Dakota",16483,16505,16351.0,16479.0,16514.0,16573.0,16682.0,16717.0,16788.0,16690.0,16867.0,17022,17074
36,"Hutchinson County, South Dakota",8074,8060,7925.0,7803.0,7769.0,7660.0,7594.0,7471.0,7436.0,7363.0,7325.0,7343,7343
37,"Hyde County, South Dakota",1671,1655,1607.0,1552.0,1587.0,1616.0,1601.0,1531.0,1467.0,1430.0,1420.0,1420,1417
38,"Jackson County, South Dakota",2929,2940,2846.0,2876.0,2927.0,2939.0,2982.0,2976.0,3008.0,2950.0,2982.0,3031,3039
39,"Jerauld County, South Dakota",2286,2259,2225.0,2197.0,2155.0,2102.0,2105.0,2059.0,2006.0,2023.0,2019.0,2071,2085
40,"Jones County, South Dakota",1193,1182,1136.0,1113.0,1074.0,1068.0,1033.0,1046.0,1014.0,976.0,990.0,1006,1012
41,"Kingsbury County, South Dakota",5815,5803,5635.0,5524.0,5435.0,5311.0,5318.0,5228.0,5177.0,5142.0,5146.0,5148,5152
42,"Lake County, South Dakota",11270,11217,11143.0,10922.0,10767.0,10612.0,10624.0,10659.0,10920.0,11119.0,11084.0,11200,11260
43,"Lawrence County, South Dakota",21805,21763,21738.0,21763.0,22135.0,22610.0,22889.0,23172.0,23543.0,23659.0,23781.0,24097,24193
44,"Lincoln County, South Dakota",24158,24557,26322.0,28032.0,29720.0,32343.0,34598.0,36885.0,39260.0,41590.0,43522.0,44828,45190
45,"Lyman County, South Dakota",3899,3908,3879.0,3863.0,3860.0,3827.0,3756.0,3754.0,3765.0,3669.0,3723.0,3755,3770
46,"McCook County, South Dakota",5825,5840,5854.0,5772.0,5776.0,5805.0,5793.0,5679.0,5699.0,5598.0,5592.0,5618,5628
47,"McPherson County, South Dakota",2904,2889,2826.0,2770.0,2728.0,2663.0,2627.0,2571.0,2518.0,2517.0,2469.0,2459,2454
48,"Marshall County, South Dakota",4578,4593,4515.0,4446.0,4420.0,4542.0,4625.0,4616.0,4591.0,4618.0,4608.0,4656,4659
49,"Meade County, South Dakota",24230,24252,24371.0,24646.0,24573.0,25064.0,25089.0,25085.0,24995.0,24931.0,25314.0,25434,25454
50,"Mellette County, South Dakota",2083,2084,2070.0,2042.0,2070.0,2014.0,2027.0,2030.0,2040.0,2000.0,2041.0,2048,2051
51,"Miner County, South Dakota",2836,2835,2769.0,2711.0,2592.0,2551.0,2508.0,2474.0,2420.0,2372.0,2407.0,2389,2382
52,"Minnehaha County, South Dakota",148321,149068,150775.0,152062.0,153740.0,155648.0,157778.0,160630.0,163577.0,166320.0,168482.0,169468,169987
53,"Moody County, South Dakota",6586,6571,6581.0,6515.0,6472.0,6514.0,6542.0,6537.0,6570.0,6501.0,6449.0,6486,6498
54,"Pennington County, South Dakota",88619,88872,89953.0,90677.0,91117.0,92560.0,93099.0,94394.0,95895.0,98128.0,99845.0,100948,101348
55,"Perkins County, South Dakota",3368,3333,3269.0,3243.0,3141.0,3046.0,2984.0,2977.0,2963.0,2936.0,2943.0,2982,2995
56,"Potter County, South Dakota",2693,2679,2592.0,2555.0,2554.0,2516.0,2444.0,2413.0,2351.0,2285.0,2283.0,2329,2339
57,"Roberts County, South Dakota",10013,10004,10023.0,9855.0,9986.0,10033.0,9939.0,9977.0,9986.0,9997.0,10013.0,10149,10193
58,"Sanborn County, South Dakota",2676,2658,2553.0,2538.0,2567.0,2541.0,2457.0,2410.0,2395.0,2374.0,2367.0,2355,2352
59,"Shannon County, South Dakota",12466,12542,12602.0,12872.0,12993.0,12983.0,13150.0,13404.0,13345.0,13368.0,13425.0,13586,13644
60,"Spink County, South Dakota",7452,7413,7204.0,7071.0,6937.0,6886.0,6814.0,6714.0,6562.0,6472.0,6435.0,6415,6409
61,"Stanley County, South Dakota",2772,2777,2745.0,2725.0,2764.0,2843.0,2822.0,2845.0,2886.0,2864.0,2906.0,2966,2983
62,"Sully County, South Dakota",1553,1545,1533.0,1487.0,1436.0,1410.0,1407.0,1422.0,1436.0,1375.0,1367.0,1373,1374
63,"Todd County, South Dakota",9050,9065,9157.0,9233.0,9260.0,9452.0,9484.0,9505.0,9631.0,9559.0,9521.0,9612,9659
64,"Tripp County, South Dakota",6434,6391,6281.0,6254.0,6184.0,6069.0,6061.0,5964.0,5800.0,5671.0,5636.0,5644,5646
65,"Turner County, South Dakota",8847,8845,8742.0,8576.0,8577.0,8532.0,8436.0,8382.0,8407.0,8379.0,8317.0,8347,8353
66,"Union County, South Dakota",12583,12564,12577.0,12711.0,12863.0,13002.0,13119.0,13388.0,13672.0,13825.0,14127.0,14399,14501
67,"Walworth County, South Dakota",5969,5932,5812.0,5698.0,5551.0,5525.0,5507.0,5469.0,5379.0,5368.0,5371.0,5438,5454
68,"Yankton County, South Dakota",21657,21616,21527.0,21576.0,21687.0,21869.0,21871.0,21957.0,22064.0,22267.0,22331.0,22438,22460
69,"Ziebach County, South Dakota",2519,2479,2514.0,2560.0,2594.0,2631.0,2663.0,2782.0,2781.0,2708.0,2737.0,2801,2817
4,"Anderson County, Tennessee",71470,71357,71461.0,71515.0,71608.0,71587.0,72040.0,73117.0,73580.0,74397.0,75031.0,75129,75160
5,"Bedford County, Tennessee",37608,37806,38414.0,38960.0,39697.0,40558.0,41616.0,42780.0,43678.0,44395.0,44845.0,45058,45161
6,"Benton County, Tennessee",16534,16537,16673.0,16572.0,16531.0,16517.0,16515.0,16435.0,16490.0,16431.0,16424.0,16489,16499
7,"Bledsoe County, Tennessee",12349,12390,12468.0,12446.0,12502.0,12610.0,12685.0,12847.0,13028.0,13070.0,12924.0,12876,12863
8,"Blount County, Tennessee",105824,106193,107916.0,109515.0,111156.0,113151.0,115336.0,118228.0,119950.0,121716.0,122689.0,123010,123119
9,"Bradley County, Tennessee",87973,88206,88934.0,89711.0,90399.0,91814.0,93024.0,94638.0,96336.0,97547.0,98360.0,98963,99078
10,"Campbell County, Tennessee",39839,39880,39802.0,39824.0,39957.0,40371.0,40397.0,40475.0,40480.0,40672.0,40790.0,40716,40696
11,"Cannon County, Tennessee",12836,12912,12990.0,12965.0,13020.0,13114.0,13153.0,13280.0,13435.0,13822.0,13823.0,13801,13795
12,"Carroll County, Tennessee",29446,29423,29447.0,29146.0,29145.0,29104.0,28707.0,28791.0,28793.0,28645.0,28474.0,28522,28518
13,"Carter County, Tennessee",56731,56789,56770.0,56682.0,57530.0,57532.0,57693.0,57877.0,57781.0,57895.0,57639.0,57424,57358
14,"Cheatham County, Tennessee",35843,35979,36377.0,36709.0,36897.0,37256.0,37668.0,38186.0,38637.0,38947.0,39170.0,39105,39103
15,"Chester County, Tennessee",15540,15549,15856.0,15900.0,15672.0,16225.0,16355.0,16491.0,16622.0,16840.0,16864.0,17131,17146
16,"Claiborne County, Tennessee",29861,29930,30095.0,30099.0,30511.0,30830.0,31206.0,31481.0,31729.0,32006.0,32056.0,32213,32234
17,"Clay County, Tennessee",7960,7968,7921.0,7924.0,7909.0,7947.0,7954.0,7977.0,7901.0,7862.0,7830.0,7861,7871
18,"Cocke County, Tennessee",33548,33595,33618.0,33920.0,34234.0,34393.0,34644.0,35001.0,35272.0,35666.0,35811.0,35662,35616
19,"Coffee County, Tennessee",48052,48224,48594.0,49074.0,49602.0,50077.0,50834.0,51646.0,52022.0,52460.0,52813.0,52796,52780
20,"Crockett County, Tennessee",14529,14545,14546.0,14487.0,14365.0,14434.0,14437.0,14430.0,14491.0,14541.0,14573.0,14586,14586
21,"Cumberland County, Tennessee",46781,47027,47849.0,48918.0,49607.0,50584.0,51758.0,53363.0,54534.0,55184.0,55672.0,56053,56130
22,"Davidson County, Tennessee",569927,570439,574119.0,574215.0,577231.0,583013.0,589787.0,597597.0,605031.0,612649.0,621008.0,626681,628133
23,"Decatur County, Tennessee",11711,11687,11691.0,11659.0,11600.0,11655.0,11597.0,11567.0,11721.0,11769.0,11779.0,11757,11742
24,"DeKalb County, Tennessee",17413,17443,17498.0,17678.0,17883.0,18051.0,18150.0,18289.0,18414.0,18693.0,18720.0,18723,18727
25,"Dickson County, Tennessee",43152,43362,43987.0,44586.0,45241.0,45727.0,46361.0,47229.0,48287.0,48929.0,49380.0,49666,49733
26,"Dyer County, Tennessee",37284,37325,37156.0,37166.0,37332.0,37520.0,37882.0,38043.0,38077.0,38149.0,38254.0,38335,38349
27,"Fayette County, Tennessee",28799,29083,30139.0,30936.0,31929.0,33005.0,33831.0,35667.0,36953.0,37851.0,38386.0,38413,38432
28,"Fentress County, Tennessee",16615,16630,16711.0,16865.0,16934.0,16959.0,17167.0,17514.0,17599.0,17851.0,17975.0,17959,17946
29,"Franklin County, Tennessee",39258,39298,39577.0,39889.0,40084.0,40359.0,40531.0,40877.0,41151.0,41093.0,41141.0,41052,41010
30,"Gibson County, Tennessee",48092,48125,47973.0,47897.0,47719.0,47834.0,47924.0,48101.0,48474.0,49209.0,49575.0,49683,49717
31,"Giles County, Tennessee",29433,29460,29613.0,29479.0,29320.0,29382.0,29454.0,29515.0,29494.0,29705.0,29695.0,29485,29380
32,"Grainger County, Tennessee",20610,20653,20715.0,20932.0,21248.0,21502.0,21871.0,22175.0,22309.0,22380.0,22513.0,22657,22716
33,"Greene County, Tennessee",62911,63081,63622.0,64070.0,64614.0,65364.0,66369.0,67153.0,67840.0,68328.0,68744.0,68831,68797
34,"Grundy County, Tennessee",14322,14306,14156.0,14156.0,14098.0,14146.0,14139.0,14073.0,14048.0,13963.0,13777.0,13703,13688
35,"Hamblen County, Tennessee",58136,58230,58710.0,58285.0,58618.0,59114.0,59918.0,60629.0,61592.0,62101.0,62330.0,62544,62634
36,"Hamilton County, Tennessee",308115,308547,310254.0,311890.0,313079.0,315396.0,317901.0,321350.0,324784.0,328711.0,332659.0,336463,337294
37,"Hancock County, Tennessee",6776,6786,6814.0,6798.0,6694.0,6739.0,6805.0,6730.0,6816.0,6765.0,6768.0,6819,6831
38,"Hardeman County, Tennessee",28108,28124,28125.0,28093.0,27948.0,27816.0,27824.0,27816.0,27835.0,27837.0,27612.0,27253,27174
39,"Hardin County, Tennessee",25589,25571,25737.0,25758.0,25657.0,25514.0,25710.0,25863.0,25983.0,26059.0,26045.0,26026,26025
40,"Hawkins County, Tennessee",53582,53669,54032.0,54302.0,54739.0,55029.0,55539.0,56030.0,56380.0,56698.0,56856.0,56833,56848
41,"Haywood County, Tennessee",19790,19804,19822.0,19524.0,19456.0,19573.0,19392.0,19288.0,19142.0,18996.0,18860.0,18787,18762
42,"Henderson County, Tennessee",25526,25595,25744.0,25930.0,26091.0,26237.0,26581.0,27066.0,27370.0,27655.0,27748.0,27769,27752
43,"Henry County, Tennessee",31112,31131,31214.0,31343.0,31195.0,31265.0,31538.0,31686.0,31833.0,32106.0,32234.0,32330,32349
44,"Hickman County, Tennessee",22311,22467,22788.0,23203.0,23292.0,23676.0,23940.0,24159.0,24490.0,24623.0,24597.0,24690,24659
45,"Houston County, Tennessee",8079,8016,8051.0,8028.0,8073.0,7973.0,8060.0,8080.0,8219.0,8320.0,8375.0,8426,8436
46,"Humphreys County, Tennessee",17932,17920,18060.0,17976.0,17962.0,17918.0,18017.0,18234.0,18405.0,18411.0,18477.0,18538,18552
47,"Jackson County, Tennessee",10987,11049,11208.0,11259.0,11328.0,11396.0,11385.0,11317.0,11391.0,11555.0,11539.0,11638,11654
48,"Jefferson County, Tennessee",44308,44566,45111.0,45634.0,46673.0,47200.0,47785.0,49079.0,50184.0,51014.0,51288.0,51407,51437
49,"Johnson County, Tennessee",17513,17547,17709.0,17780.0,17966.0,18007.0,18153.0,18059.0,18212.0,18220.0,18203.0,18244,18258
50,"Knox County, Tennessee",381884,382887,385823.0,389443.0,394263.0,398307.0,404234.0,411785.0,419096.0,425276.0,429475.0,432226,433108
51,"Lake County, Tennessee",7951,7943,8009.0,8003.0,8044.0,7885.0,7847.0,7846.0,7846.0,7812.0,7804.0,7832,7826
52,"Lauderdale County, Tennessee",27134,27108,27359.0,27417.0,27439.0,27318.0,27402.0,27548.0,27703.0,27840.0,27860.0,27815,27773
53,"Lawrence County, Tennessee",39910,39940,39994.0,40524.0,40547.0,40596.0,40794.0,40773.0,41072.0,41272.0,41487.0,41869,41991
54,"Lewis County, Tennessee",11389,11405,11483.0,11540.0,11599.0,11630.0,11654.0,11817.0,11961.0,11986.0,12078.0,12161,12173
55,"Lincoln County, Tennessee",31346,31381,31515.0,31540.0,31663.0,31665.0,32014.0,32310.0,32563.0,32975.0,33138.0,33361,33439
56,"Loudon County, Tennessee",39086,39228,40093.0,40993.0,41813.0,42679.0,43923.0,45207.0,46294.0,47342.0,47940.0,48556,48725
57,"McMinn County, Tennessee",49011,49148,49711.0,49934.0,50257.0,50441.0,50999.0,51610.0,51912.0,52284.0,52332.0,52266,52236
58,"McNairy County, Tennessee",24644,24681,24571.0,24579.0,24758.0,24890.0,25134.0,25445.0,25541.0,25766.0,25940.0,26075,26109
59,"Macon County, Tennessee",20407,20472,20830.0,20781.0,20917.0,21148.0,21254.0,21556.0,21693.0,22017.0,22110.0,22248,22294
60,"Madison County, Tennessee",91900,92048,92985.0,93503.0,93849.0,94692.0,95400.0,96681.0,97021.0,97064.0,97727.0,98294,98395
61,"Marion County, Tennessee",27765,27749,27807.0,27804.0,27955.0,27769.0,27751.0,27992.0,28074.0,28138.0,28143.0,28237,28269
62,"Marshall County, Tennessee",26761,26863,27130.0,27305.0,27474.0,27841.0,28181.0,28821.0,29494.0,30108.0,30403.0,30617,30684
63,"Maury County, Tennessee",69542,69651,69789.0,70574.0,71768.0,72885.0,73962.0,75795.0,77857.0,79666.0,80685.0,80956,81141
64,"Meigs County, Tennessee",11052,11091,11162.0,11155.0,11120.0,11218.0,11241.0,11346.0,11436.0,11606.0,11753.0,11753,11762
65,"Monroe County, Tennessee",38969,39130,39371.0,39889.0,40438.0,41291.0,42163.0,42955.0,43735.0,44437.0,44341.0,44519,44608
66,"Montgomery County, Tennessee",134725,135536,136801.0,138098.0,139322.0,143761.0,151122.0,153054.0,160642.0,162144.0,168866.0,172331,173307
67,"Moore County, Tennessee",5698,5728,5778.0,5928.0,5900.0,5998.0,6088.0,6123.0,6210.0,6299.0,6334.0,6362,6363
68,"Morgan County, Tennessee",19754,19801,20161.0,20352.0,20634.0,20759.0,20959.0,21156.0,21601.0,21734.0,21832.0,21987,21998
69,"Obion County, Tennessee",32470,32507,32370.0,32354.0,32353.0,32346.0,32179.0,31990.0,31972.0,31971.0,31791.0,31807,31799
70,"Overton County, Tennessee",20124,20192,20299.0,20427.0,20386.0,20791.0,20983.0,21371.0,21683.0,21756.0,21988.0,22083,22086
71,"Perry County, Tennessee",7608,7613,7478.0,7530.0,7617.0,7595.0,7594.0,7620.0,7692.0,7794.0,7851.0,7915,7935
72,"Pickett County, Tennessee",4941,4933,4999.0,5097.0,5031.0,4984.0,4997.0,5023.0,5053.0,5122.0,5101.0,5077,5061
73,"Polk County, Tennessee",16039,16132,16361.0,16268.0,16355.0,16285.0,16386.0,16539.0,16599.0,16759.0,16730.0,16825,16823
74,"Putnam County, Tennessee",62315,62487,63130.0,64013.0,64810.0,65851.0,66871.0,68493.0,69468.0,70746.0,71579.0,72321,72564
75,"Rhea County, Tennessee",28398,28428,28601.0,28884.0,29257.0,29469.0,29919.0,30440.0,30769.0,31308.0,31717.0,31809,31842
76,"Roane County, Tennessee",51921,51957,52166.0,52325.0,52780.0,53115.0,53175.0,53821.0,54129.0,54374.0,54367.0,54181,54091
77,"Robertson County, Tennessee",54430,54795,55861.0,56795.0,57682.0,58618.0,59720.0,61551.0,63143.0,64780.0,65791.0,66283,66469
78,"Rutherford County, Tennessee",182029,183600,189901.0,196518.0,203483.0,211714.0,221318.0,233247.0,243953.0,252565.0,259078.0,262604,263740
79,"Scott County, Tennessee",21129,21170,21481.0,21593.0,21567.0,21688.0,21865.0,22034.0,22179.0,22214.0,22195.0,22228,22231
80,"Sequatchie County, Tennessee",11262,11318,11470.0,11740.0,12062.0,12422.0,12819.0,13282.0,13650.0,13904.0,14137.0,14112,14095
81,"Sevier County, Tennessee",71200,71776,73563.0,75035.0,76616.0,78610.0,81275.0,84098.0,86284.0,87983.0,89096.0,89889,90072
82,"Shelby County, Tennessee",897466,898211,899345.0,902634.0,906733.0,909643.0,913201.0,920106.0,921119.0,920685.0,922541.0,927644,929030
83,"Smith County, Tennessee",17708,17784,17962.0,18104.0,18236.0,18302.0,18521.0,18726.0,18905.0,19179.0,19219.0,19166,19147
84,"Stewart County, Tennessee",12369,12444,12548.0,12662.0,12678.0,12644.0,12843.0,12866.0,12997.0,13199.0,13253.0,13324,13350
85,"Sullivan County, Tennessee",153089,152995,152718.0,153160.0,153280.0,152808.0,153463.0,154227.0,155367.0,156028.0,156661.0,156823,156794
86,"Sumner County, Tennessee",130528,131207,133681.0,136097.0,138153.0,141103.0,144124.0,148941.0,152949.0,155999.0,158819.0,160645,161250
87,"Tipton County, Tennessee",51309,51577,52696.0,53382.0,54037.0,54581.0,56022.0,57466.0,58866.0,60128.0,60866.0,61081,61118
88,"Trousdale County, Tennessee",7256,7395,7350.0,7334.0,7295.0,7315.0,7443.0,7531.0,7694.0,7777.0,7881.0,7870,7870
89,"Unicoi County, Tennessee",17666,17686,17642.0,17765.0,17918.0,17936.0,17937.0,18143.0,18205.0,18291.0,18367.0,18313,18278
90,"Union County, Tennessee",17843,17891,18322.0,18453.0,18652.0,18653.0,18734.0,18896.0,19041.0,19208.0,19225.0,19109,19068
91,"Van Buren County, Tennessee",5505,5507,5475.0,5505.0,5415.0,5412.0,5413.0,5406.0,5480.0,5541.0,5540.0,5548,5550
92,"Warren County, Tennessee",38275,38371,38566.0,38500.0,38828.0,38864.0,38987.0,39190.0,39365.0,39534.0,39709.0,39839,39899
93,"Washington County, Tennessee",107188,107469,107775.0,109526.0,110592.0,111849.0,113552.0,115923.0,117833.0,120056.0,121692.0,122979,123338
94,"Wayne County, Tennessee",16817,16819,17075.0,17078.0,17036.0,17010.0,17006.0,17033.0,16991.0,17004.0,17048.0,17021,17005
95,"Weakley County, Tennessee",34917,34927,34491.0,34443.0,34300.0,34307.0,34407.0,34289.0,34256.0,34484.0,34732.0,35021,35024
96,"White County, Tennessee",23139,23160,23468.0,23650.0,23754.0,24069.0,24489.0,24866.0,25250.0,25548.0,25789.0,25841,25847
97,"Williamson County, Tennessee",126649,128134,132536.0,136953.0,141876.0,147439.0,154099.0,161902.0,169534.0,175498.0,180332.0,183182,184035
98,"Wilson County, Tennessee",88794,89220,91020.0,93033.0,94924.0,97139.0,99960.0,103697.0,106757.0,110474.0,112350.0,113993,114537
4,"Anderson County, Texas",55114,55062,54263.0,54740.0,56068.0,56245.0,56873.0,57386.0,57870.0,57963.0,58410.0,58458,58452
5,"Andrews County, Texas",13002,12949,12856.0,13022.0,12976.0,13006.0,13016.0,13195.0,13513.0,14099.0,14601.0,14786,14833
6,"Angelina County, Texas",80123,80270,80273.0,80803.0,81510.0,82070.0,82553.0,83810.0,84518.0,84961.0,86029.0,86771,86953
7,"Aransas County, Texas",22457,22452,22287.0,22616.0,22843.0,23067.0,23561.0,23395.0,23172.0,23225.0,23291.0,23158,23151
8,"Archer County, Texas",8904,8966,8849.0,8942.0,9013.0,9078.0,9068.0,9063.0,9026.0,9104.0,9023.0,9054,9060
9,"Armstrong County, Texas",2153,2166,2128.0,2036.0,2001.0,2023.0,2037.0,1989.0,1936.0,1936.0,1911.0,1901,1902
10,"Atascosa County, Texas",38564,38805,39828.0,40767.0,41306.0,42109.0,42495.0,43059.0,43611.0,43947.0,44623.0,44911,45003
11,"Austin County, Texas",23586,23836,24341.0,24818.0,25388.0,25976.0,26331.0,26828.0,27454.0,27935.0,28254.0,28417,28443
12,"Bailey County, Texas",6593,6596,6636.0,6637.0,6791.0,6945.0,7024.0,7001.0,6927.0,6979.0,7050.0,7165,7180
13,"Bandera County, Texas",17589,17755,18125.0,18652.0,19044.0,19226.0,19428.0,19775.0,20254.0,20407.0,20365.0,20485,20523
14,"Bastrop County, Texas",57702,58234,61106.0,63508.0,65825.0,67122.0,68233.0,69720.0,71348.0,72389.0,73587.0,74171,74403
15,"Baylor County, Texas",4091,4135,3930.0,3897.0,3941.0,3955.0,3877.0,3870.0,3905.0,3747.0,3726.0,3726,3725
16,"Bee County, Texas",32347,32200,31695.0,31804.0,32620.0,32352.0,32101.0,31977.0,31936.0,31814.0,31864.0,31861,31887
17,"Bell County, Texas",238000,239890,244299.0,249671.0,252922.0,258138.0,266017.0,273771.0,287752.0,297873.0,301050.0,310235,313000
18,"Bexar County, Texas",1393035,1398834,1419020.0,1446755.0,1469623.0,1500919.0,1529270.0,1573935.0,1615210.0,1651709.0,1685628.0,1714773,1723780
19,"Blanco County, Texas",8436,8495,8776.0,8950.0,9096.0,9337.0,9554.0,9686.0,9835.0,10061.0,10315.0,10497,10527
20,"Borden County, Texas",729,715,677.0,685.0,666.0,671.0,638.0,634.0,597.0,612.0,618.0,641,647
21,"Bosque County, Texas",17188,17218,17338.0,17474.0,17647.0,17871.0,17990.0,18046.0,18077.0,17939.0,18004.0,18212,18269
22,"Bowie County, Texas",89296,89156,88942.0,88813.0,88839.0,89055.0,89239.0,90235.0,90456.0,91349.0,92231.0,92565,92723
23,"Brazoria County, Texas",241805,243116,248280.0,255246.0,261269.0,268051.0,274336.0,284248.0,293296.0,301336.0,309236.0,313166,314494
24,"Brazos County, Texas",152436,153145,155533.0,159297.0,163279.0,166150.0,169824.0,175433.0,179472.0,185098.0,191434.0,194851,195693
25,"Brewster County, Texas",8872,8903,8836.0,8945.0,9030.0,9002.0,8830.0,8790.0,8843.0,8868.0,9054.0,9232,9300
26,"Briscoe County, Texas",1805,1796,1764.0,1746.0,1763.0,1768.0,1726.0,1704.0,1647.0,1651.0,1634.0,1637,1631
27,"Brooks County, Texas",7980,7944,7669.0,7668.0,7627.0,7593.0,7562.0,7490.0,7413.0,7345.0,7297.0,7223,7201
28,"Brown County, Texas",37668,37689,37599.0,37766.0,37654.0,37940.0,38172.0,38492.0,38221.0,38135.0,38001.0,38106,38145
29,"Burleson County, Texas",16449,16553,16650.0,16666.0,16881.0,16964.0,17167.0,17000.0,16982.0,17025.0,17076.0,17187,17209
30,"Burnet County, Texas",34188,34505,35741.0,36850.0,37776.0,38966.0,39798.0,41109.0,42026.0,42477.0,42611.0,42750,42854
31,"Caldwell County, Texas",32101,32378,33654.0,34715.0,35330.0,36200.0,36388.0,36533.0,36906.0,37671.0,37829.0,38066,38141
